,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
934161,07/24/2016,18:00,BROOKLYN,11226.0,,,,,,53        parkside ave                  ,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4023767,Bike,Bike,,,
938323,08/06/2016,9:30,QUEENS,11694.0,40.570034,-73.862465,"(40.570034, -73.862465)",ROCKAWAY BEACH BOULEVARD        ,BEACH 147 STREET,,2.0,0.0,0,0,2,0,0,0,Pavement Defective,Pavement Defective,,,,3532519,Bike,Bike,,,
939702,07/28/2016,9:46,,,,,,,,79        WEST DRIVE                    ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3533210,Bike,Bike,,,
942115,07/26/2016,20:15,,,,,,,,101       EAST DRIVE                    ,2.0,0.0,0,0,2,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3533206,Bike,Bike,,,
945301,08/07/2016,18:00,BROOKLYN,11232.0,40.64504,-73.99963,"(40.64504, -73.99963)",8 AVENUE                        ,43 STREET,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3532506,Bike,Bike,,,
946581,08/04/2016,23:00,BRONX,10466.0,40.889923,-73.85931,"(40.889923, -73.85931)",WHITE PLAINS ROAD               ,EAST 228 STREET,,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3533195,Bike,Bike,,,
947434,07/16/2016,16:15,,,,,,,,71        EAST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Listening/Using Headphones,Unspecified,,,,4023747,Bike,Bike,,,
948016,07/22/2016,22:30,,,40.69349,-73.97917,"(40.69349, -73.97917)",NAVY STREET                     ,,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4023764,Bike,Bike,,,
949379,07/19/2016,8:25,,,,,,,,77        WEST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Animals Action,Animals Action,,,,4023756,Bike,Bike,,,
950701,07/20/2016,7:41,BROOKLYN,11209.0,40.632664,-74.03613,"(40.632664, -74.03613)",NARROWS AVENUE                  ,76 STREET,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3716105,Bike,Bike,,,
950888,07/12/2016,20:25,MANHATTAN,10000.0,40.791634,-73.96257,"(40.791634, -73.96257)",TRANSVERSE ROAD NUMBER FOUR     ,WEST DRIVE,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,,,,4023730,Bike,Bike,,,
952547,07/20/2016,22:23,MANHATTAN,10027.0,40.810627,-73.95828,"(40.810627, -73.95828)",AMSTERDAM AVENUE                ,WEST 122 STREET,,1.0,0.0,0,0,1,0,0,0,Unspecified,,,,,4023760,Bike,Bike,,,
954657,07/19/2016,9:20,,,40.719055,-74.01245,"(40.719055, -74.01245)",WEST STREET                     ,,,1.0,0.0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4023752,Bike,Bike,,,
955761,07/18/2016,18:35,BRONX,10472.0,40.83093,-73.860695,"(40.83093, -73.860695)",,,1210      VIRGINIA AVENUE               ,2.0,0.0,0,0,2,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4023749,Bike,Bike,,,
956359,07/22/2016,11:16,MANHATTAN,10000.0,40.784473,-73.967224,"(40.784473, -73.967224)",WEST DRIVE                      ,TRANSVERSE ROAD NUMBER THREE,,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4023770,Bike,Bike,,,
957467,07/14/2016,19:27,MANHATTAN,10000.0,40.77509,-73.96821,"(40.77509, -73.96821)",,,7401      EAST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,4023740,Bike,Bike,,,
958418,07/07/2016,22:25,BROOKLYN,11205.0,40.692776,-73.95769,"(40.692776, -73.95769)",FRANKLIN AVENUE                 ,WILLOUGHBY AVENUE,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4023717,Bike,Bike,,,
958446,07/07/2016,21:55,,,,,,,,101       EAST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Following Too Closely,Following Too Closely,,,,4023723,Bike,Bike,,,
959091,07/20/2016,6:30,MANHATTAN,10014.0,40.735302,-74.00494,"(40.735302, -74.00494)",PERRY STREET                    ,BLEECKER STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3486301,Bike,Bike,Bike,Bike,Bike
962971,07/13/2016,10:46,MANHATTAN,10000.0,40.789474,-73.9574,"(40.789474, -73.9574)",TRANSVERSE ROAD NUMBER FOUR     ,EAST DRIVE,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4023737,Bike,Bike,,,
964760,06/11/2016,16:45,MANHATTAN,10036.0,40.759163,-73.988396,"(40.759163, -73.988396)",WEST 45 STREET                  ,8 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4022988,Bike,Bike,,,
965237,06/13/2016,19:23,,,40.74071,-74.00903,"(40.74071, -74.00903)",WEST STREET                     ,,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4022956,Bike,Bike,,,
965458,06/18/2016,14:00,,,40.83629,-73.94924,"(40.83629, -73.94924)",WEST 158 STREET                 ,HENRY HUDSON PARKWAY,,2.0,0.0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4023641,Bike,Bike,,,
967990,06/10/2016,13:05,,,,,,,,71        EAST DRIVE                    ,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4022868,Bike,Bike,,,
970970,06/14/2016,10:30,,,,,,BROOKLYN BRIDGE                 ,,,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4023721,Bike,Bike,,,
975278,06/14/2016,20:40,,,,,,102 CROSS DRIVE                 ,EAST DRIVE,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4023643,Bike,Bike,,,
976537,06/23/2016,10:01,MANHATTAN,10013.0,40.721622,-74.00221,"(40.721622, -74.00221)",GRAND STREET                    ,GREENE STREET,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4023669,Bike,Bike,,,
982338,05/28/2016,14:50,,,40.757233,-73.9898,"(40.757233, -73.9898)",,,EAST DRIVE                              ,2.0,0.0,1,0,1,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,4022438,Bike,Bike,,,
986500,05/12/2016,15:00,MANHATTAN,10023.0,40.77936,-73.97737,"(40.77936, -73.97737)",COLUMBUS AVENUE                 ,WEST 75 STREET,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4022397,Bike,Bike,,,
987022,05/29/2016,11:55,MANHATTAN,10000.0,40.77509,-73.96821,"(40.77509, -73.96821)",,,7401      EAST DRIVE                    ,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,4022447,Bike,Bike,Bike,,
989590,05/16/2016,20:00,MANHATTAN,10014.0,40.734577,-74.010025,"(40.734577, -74.010025)",WEST STREET                     ,PERRY STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4022405,Bike,Bike,,,
990100,05/22/2016,11:29,,,40.772415,-73.97874,"(40.772415, -73.97874)",TRANSVERSE ROAD NUMBER ONE      ,CENTRAL PARK WEST,,0.0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,4022429,Bike,Bike,,,
991750,05/29/2016,9:55,MANHATTAN,10002.0,40.715622,-73.994286,"(40.715622, -73.994286)",CANAL STREET                    ,FORSYTH STREET,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4022442,Bike,Bike,,,
991755,05/21/2016,16:48,,,40.73876,-74.00973,"(40.73876, -74.00973)",WEST STREET                     ,,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4022422,Bike,Bike,,,
991833,05/27/2016,7:45,,,40.71502,-73.99476,"(40.71502, -73.99476)",Manhattan Bridge                ,,,3.0,0.0,0,0,3,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,4022433,Bike,Bike,Bike,,
993407,05/19/2016,5:00,BROOKLYN,11216.0,40.669857,-73.95051,"(40.669857, -73.95051)",EASTERN PARKWAY                 ,NOSTRAND AVENUE,,2.0,0.0,0,0,2,0,0,0,Unspecified,Unspecified,,,,4023729,Bike,Bike,,,
993696,05/19/2016,15:10,,,,,,BROOKLYN BRIDGE                 ,CHAMBERS STREET,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4022421,Bike,Bike,,,
994428,05/21/2016,22:30,MANHATTAN,10028.0,40.776062,-73.95151,"(40.776062, -73.95151)",,,351       EAST 84 STREET                ,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4022417,Bike,Bike,,,
995109,05/20/2016,19:30,,,,,,,,109       WEST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4022470,Bike,Bike,,,
1002077,04/25/2016,15:00,BROOKLYN,11211.0,40.714455,-73.935295,"(40.714455, -73.935295)",METROPOLITAN AVENUE             ,MORGAN AVENUE,,1.0,0.0,0,0,1,0,0,0,Unspecified,,,,,4022340,Bike,Bike,,,
1008084,04/13/2016,17:05,MANHATTAN,10000.0,,,,WEST DRIVE                      ,OLMSTED WAY,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4022229,Bike,Bike,,,
1011919,04/18/2016,17:00,BROOKLYN,11226.0,40.658447,-73.96248,"(40.658447, -73.96248)",,,171       EAST DRIVE                    ,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4022261,Bike,Bike,,,
1012713,04/27/2016,20:23,BROOKLYN,11220.0,,,,5 AVENUE                        ,61 STREET,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4022363,Bike,Bike,,,
1012754,04/13/2016,22:00,MANHATTAN,10001.0,,,,9 AVENUE                        ,WEST 27 STREET,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4022259,Bike,Bike,,,
1019214,04/11/2016,22:03,BROOKLYN,11208.0,,,,FULTON STREET                   ,HEMLOCK STREET,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4022260,Bike,Bike,,,
1019906,04/02/2016,21:00,BROOKLYN,11214.0,,,,76 STREET                       ,19 AVENUE,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4022180,Bike,Bike,,,
1020765,03/16/2016,10:45,MANHATTAN,10018.0,40.753384,-73.992615,"(40.753384, -73.992615)",,,519       8 AVENUE                      ,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4022009,Bike,Bike,,,
1024624,03/30/2016,13:20,MANHATTAN,10011.0,,,,AVENUE OF THE AMERICAS          ,WEST 14 STREET,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4022161,Bike,Bike,,,
1027288,03/24/2016,15:00,MANHATTAN,10014.0,,,,BLEECKER STREET                 ,MORTON STREET,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4022072,Bike,Bike,,,
1028488,03/23/2016,15:33,,,,,,,,WEST STREET                             ,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4022025,Bike,Bike,,,
